word,nFix,FFD,GPT,TRT,fixProp
which,12.963966547235765,3.381291819169521,4.860837342388223,4.194285261294248,75.55280785250358
time,13.276678090974796,3.1160748520568204,7.804431656849112,4.426348717885834,67.64810654954485
georg,19.341176373442757,3.6359450702585305,7.772138818065393,6.458844757647601,81.61678908763086
all,7.441800586122822,1.8814977438207467,4.049438809098461,2.483163200155934,42.64737896203413
about,14.944069388832224,3.5565899009491204,5.357568193702013,5.079275993238249,76.00273162826325
more,14.780359374679863,3.414150163750414,5.227781011151371,4.8656449042757055,75.91169043374926
dure,15.469780809187677,3.652899791837462,5.40742587043311,5.520460971733075,74.95244449225179
or,7.225715926842037,1.8918544483331463,3.5198150845601,2.4252458638896437,41.25023049972339
john,14.501183044471349,3.3625523163436206,5.61009775322455,5.12746371336782,70.29041762995688
when,12.167824918314535,3.0540222028107658,4.138366793135012,4.2934994997891325,65.95994719726971
unit,15.473578902969683,3.355122845664577,7.395359154760002,5.1356843029124,74.88776858705863
serv,20.65420211971936,4.1535188440630915,6.342658107702592,7.251754934702904,87.95783464901113
famili,16.077995353367804,3.5145628220890566,6.983909534684477,5.528768487614234,78.4889974798697
becam,20.89709053155153,3.893723390038005,6.810306716323971,6.949237555139802,88.06166522106344
been,14.860573278423178,3.3954637720079424,6.544656011890584,4.962092533021795,75.25481054892819
marri,23.012891028208923,3.9162349942348595,7.46861609321128,7.620479708915305,86.12711803634724
onli,13.545311123404433,3.1857957520270554,5.808042910124446,4.792109964024099,65.22281639928698
while,13.202327534984736,3.184879891554672,4.553211150403697,4.818236276074932,63.80005941770648
both,12.242136161927027,3.273215352729684,4.731963521931298,4.254367944982605,68.71894122940017
their,14.14253867390889,3.1534001326638297,5.229930317590077,4.741919625896699,67.95842553322268
later,15.545030137470858,3.580204386479611,6.339683694667541,5.492400102491357,73.02131460821877
than,12.563771590140759,3.007924909855035,5.332949984069995,4.487703297471372,62.46472073677955
war,11.845762743896968,2.9161762750748026,7.453097632597033,3.991600843505681,62.71266267304554
you,9.360849878091257,2.4121936919627562,4.086519686712134,3.074158020633845,53.63005050505049
brother,21.053579793175512,3.967414105651105,6.522043043726168,7.1468056461656815,85.82611546276773
will,9.90262444535308,2.5469456162577253,4.059686117189961,3.24089663287036,56.21431708388231
son,13.944952810950845,3.121710055562711,5.828603971057283,4.876955596974466,66.89481017067223
world,14.447862359534865,3.191951337241995,7.0657692775498075,4.604294366569584,72.55155161238048
if,3.200104493207941,0.8735177062970272,1.5801819607558014,1.0018200903782728,19.757231404958674
two,12.406073971993715,3.0972375271409036,5.899620976224735,4.23505823441918,65.14587489313193
into,9.801546722992418,2.5886034487433585,4.3537289587055525,3.3403429006200698,57.050282234105765
play,17.876627234916008,3.5807579260763878,5.584615971722542,6.124129999651211,80.41145830422984
school,15.836821096824787,3.707686143262886,7.963181157130157,5.381351183805392,77.77423297142549
univers,20.789221296320687,3.9693417988710125,9.580509950898664,6.833609950201788,84.10045836516423
where,14.527961294415794,3.3186619257354075,4.901299203609978,4.632886174273146,73.93731944188333
him,9.1819820927326,2.4882966067219416,4.2566662985092565,3.107013006615378,53.32739156268568
may,15.477363160880682,3.259189701868563,5.613110934530461,5.2874678025179325,70.4397166390067
york,12.63480436313898,2.8591645755319437,6.592616003978153,4.093356601540701,65.82398528899543
so,8.356383305673365,2.2125215909619254,3.484612643579092,2.7821214430618832,49.8819073083779
includ,20.05629580409255,4.012737949609016,8.386046935758536,6.837203343341599,87.7219968447149
follow,20.24325315828778,3.845306437982299,6.428497700450457,6.861385279843285,85.0235429856373
other,12.609871534820822,3.3238512891543217,7.178092134791678,4.354404740005216,69.50386215092098
until,10.613537275249524,2.6470506805102136,4.705951909217035,3.5552443841414614,57.990849160981
just,11.100111826064637,2.8750885238990276,4.213515615969309,3.938449574852345,59.09090909090909
henri,17.88016706567893,3.661868317366243,5.9447633772136665,6.406691124867699,76.58387008765997
becom,21.056298007296192,4.1893611497197085,7.630827237578057,7.0057982228955735,91.62679425837318
would,13.700121746988406,3.434375374204572,5.7299549888796575,4.729337387817137,72.75072708509242
die,14.902474121467431,3.3138307823415434,5.46427323124129,4.994470249039884,74.52095148129096
some,14.504260400896792,3.425217737815727,4.86970262705247,4.863445448608472,76.59341358497973
kennedi,18.738953536647568,3.871398273805047,7.532122910823169,6.58838722554593,83.90522875816993
name,16.57768605757326,3.5102839971593798,6.789022174502333,5.322096677470633,80.695850357962
make,18.439047630486396,3.8181849542827706,5.361438687029921,6.199254041282029,83.84854290026705
adam,18.874502723095667,3.8795665495125493,6.544562695799083,6.665802922221262,81.94976585781184
i,2.247571500445064,0.7829868035545208,1.8525634594915326,0.8456603446981124,14.979657687991022
comedi,23.564129006995806,4.3681192671556195,8.695577185296864,8.327682501648455,91.70627847098436
they,9.89516275969145,2.3688449940559706,3.528069763691782,3.156436461387518,55.685908840489645
even,12.095088819226747,3.320055469866561,6.616163862268943,4.235762798569688,67.46137849079025
member,20.437642141496095,3.988235134848219,6.080379972751452,6.597190891577399,90.52287581699346
ford,16.33520629813558,3.098607435777175,6.8506827623759845,5.601630011494164,69.82912287171922
move,20.47501665603366,3.8228727372502163,6.817302285751505,7.045745764783813,83.25671100697947
man,12.016039414424101,3.036382371607497,5.2687520192437045,4.013102857453131,66.27192459133755
good,19.02583886833976,4.005020763346446,8.41317947603839,6.662805211798739,83.18915801614764
best,16.87109607652379,3.5882743235769805,5.945551641928291,5.63449591292361,78.66033560759726
record,21.398309045423215,3.708558890894969,16.438182991069613,7.404971878397801,80.19301198129932
love,14.533263671194705,3.4182810614131287,6.931340450103982,5.2300297729693925,70.32828282828282
made,15.351217550761163,3.723646499297775,6.81398070414117,5.419735838329034,78.36615233214496
william,20.328887779664164,3.669867653188268,10.20580210195554,7.115073948193724,78.14865823549901
through,18.76476787883027,3.7705803218848253,6.656151391113583,6.032148611279052,85.29092266478169
there,13.792517263634457,3.2987844066087173,6.583175145547913,4.831365692618567,69.778268870244
second,18.867383750423024,3.7618305659034386,5.923717313569766,6.413553157796203,83.3950240231934
never,17.635405781957505,3.687483533225655,5.641458313156654,5.986674799821301,82.10227272727273
much,14.102357243837972,3.1598082187803294,5.445188222466802,4.530696471734976,71.18148395721924
then,12.306440874671974,3.0618476573367785,4.5895772115774935,4.451468719125464,65.00450755014649
appear,24.265703831346976,4.116670149998914,6.900110920595443,7.892090836695138,93.41749134345484
perform,22.233969171088848,4.392694131617847,7.850921854516076,7.493914937914429,94.2998613586849
well,13.058113719790997,3.228549250972388,4.547564780891495,4.550338645989034,67.84614228833296
take,12.921464770104347,3.46474792603198,5.566936623630752,4.403199450191229,73.88871814835302
januari,22.39459597961381,3.493796726482765,6.877510085227853,7.964383744372628,75.98020434227331
act,15.902636916835698,3.6570939818474093,6.167195288026204,5.830274696680051,75.30501089324618
littl,14.379904521892351,3.49609321280068,8.172322354707843,5.047995229758097,70.81625074272134
star,16.361314292348776,3.9404837098309486,6.3884683052918065,5.520037452001963,83.9245395127748
over,12.05820062083614,2.957085409392205,5.726807910499633,3.866440859230459,67.56206418478224
jame,18.760853740359934,3.746361295039665,5.721164876351197,6.65498014489354,79.6892556395599
armi,12.068784179017092,3.0119603743604126,11.610749166405672,4.393186106574556,61.31432649688227
no,9.201548958141249,2.3352079549280584,3.2158952033295805,3.190763712633274,49.075064369182016
charl,21.091954022988503,3.9743946214958963,8.453338151437743,7.512551196698419,85.87962962962962
ii,6.7267802880169105,2.1214699518018394,4.807638869213447,2.464220828716113,42.150963659584356
up,8.699040636684897,2.0834724621047,3.885668327310579,2.843262854598397,46.65042741234425
show,16.205833754969937,3.7897002546847625,5.049298705790112,5.659375318558661,80.22136754388275
role,11.58473316181227,3.0692903487198024,4.00692785260276,3.799248612341038,66.22978736949327
actor,16.635713846667194,3.8082099619679908,9.331904554235894,6.118514631659797,76.53680202488519
wife,13.714221320712195,3.260922756488604,6.105247334352641,4.687438428035944,71.96784016636958
england,20.88865326694941,4.084981795985612,12.823135355570269,7.279391954476807,86.7310181648417
should,17.86833855799373,4.038943633087762,6.886931298423102,6.200589449154692,86.03896103896103
televis,20.48663247953309,3.906361350497293,7.120417217994858,6.602432234074114,87.35782191664545
often,16.40631174099734,3.6486460221458192,5.067516979893189,5.643667574843703,76.55334861217214
charact,22.092849679056574,4.367088974807453,8.097256879001955,7.343225522544401,95.72510822510822
graduat,23.0289346668657,4.115196606777074,6.660255131422526,8.124514922858511,87.24296536796537
compani,18.78452774444941,4.061263336388117,14.21979776801503,6.574740905308715,83.14869714464035
polit,16.896258793160243,4.09133948802369,9.420237858986548,5.876544627867575,87.30868522957772
live,13.777619953740821,3.522382926316076,4.875879635431329,4.857015193645263,73.08645827915606
director,21.993495573617274,4.396681466896131,8.70138731258883,7.835738059032574,87.3645961881256
out,11.243576781801583,2.7564573811989517,4.7474105614508595,3.666279280422145,61.34034998132362
mari,18.21805140683227,3.4426168902535412,5.623969636820221,6.37451994629043,73.87409750492915
anoth,18.73493871465474,3.8808399475735933,5.280725279239478,6.341178478890914,86.2082362082362
left,12.813353946109068,3.1217821775648185,3.986484897553546,4.534638409390106,64.16530139907421
great,18.10385017281569,3.738881998444183,5.871028979039565,6.054234435278459,84.61052836052838
get,13.845586462219323,3.465974657020236,5.769209918129529,4.715784010807289,73.55683532154121
novemb,21.47813871951803,4.162795976947667,9.554011746526955,7.327131097707407,85.00111000110999
part,14.20635351529945,3.1807891448342485,4.472036839006505,4.829354422528232,69.19782944123715
such,14.362311181573963,3.2804217442924077,5.176725931912448,4.82356176345542,73.69093231162196
last,15.724776500638567,3.7311562825755757,7.73248698886178,5.507706450393484,76.5625
life,9.37275903046694,2.3723874377095737,6.1673987649309225,3.4974350322133656,51.65843483858189
colleg,20.08881922675026,4.34847807953413,7.168943637550806,7.169186625525331,86.57407407407408
secretari,21.405228758169937,4.219318230058442,6.877198798691957,7.180760204009437,91.91176470588236
elect,20.184433926827438,3.9899513650380367,7.272058851605755,6.800174163162178,87.4727668845316
receiv,22.015796914377034,3.930914986328251,7.076879782026311,7.5891653050661985,86.96152703505645
three,14.810742947414974,3.2039993436494174,4.747859071224777,5.105113284947294,71.68369803511793
senat,19.652150306308517,4.038372206610756,7.506722446087657,6.696098227745767,84.495073281838
feel,17.302333681644026,3.6635904389091785,5.849284626046714,6.424306989618512,70.95959595959596
what,12.40196255059513,3.087159523125447,5.3255105808754415,4.130902098600954,67.03456983629398
could,16.634738186462325,3.4520260163753065,5.664553018413977,5.687463313154918,73.48484848484847
between,18.746697053771964,3.5215583569315956,6.061858256639805,6.481150390416439,80.15844508301404
huxley,20.418470418470417,4.019194661484775,11.368385786750679,7.455549193237775,83.30627705627705
known,19.140775041925632,3.530314738577544,6.006028354564585,5.916448713987482,84.73034306895869
put,13.619027584369967,3.2169934952443113,5.12091035845294,4.426903843327838,71.26308726207306
pictur,20.33775892802262,3.766435609605883,7.24264709710945,6.795331249476632,83.6935531788473
miguel,21.21212121212121,3.193508357212288,4.799505654731157,7.942241495118655,72.91013584117032
king,15.290839428770463,3.2487709147559998,7.575705506905893,5.348245592111361,71.1489898989899
power,21.659019845702364,4.130453229189885,6.819581617440236,7.219310974920542,88.1748519679554
offic,17.10293496237146,3.75481355482563,11.405186486353218,6.013900348652974,78.94014830212508
hollywood,24.05299537882979,4.203064534262862,12.486479849307063,8.32279440284236,91.53837843677417
career,14.612658020365933,3.2694001343621406,7.9771946393095705,4.686069542300704,74.16815210932859
defens,17.810969737947428,4.171934043589224,9.572178424150293,6.426882866340054,83.82352941176471
mani,18.265356869450542,3.7006076334752027,5.334888504633757,6.098289012521691,82.19089288608006
veri,14.480225452012284,3.424454770486656,5.9487148318692045,5.042016249836576,71.831955922865
popular,21.01775960627468,4.365335238246397,8.325712639704873,7.343186135196581,92.37506914991702
clooney,26.85826131240617,4.050984726151852,10.308561626208277,9.82909712725822,88.16499170200996
too,10.574450591746018,3.076279989565206,4.894103169248843,3.854472645641826,63.16614420062695
support,23.253860625496124,4.186346529868768,10.651302154002213,7.630577507255665,90.34308603274121
under,14.759153400127031,3.579698330225436,4.879591086768209,4.943358584276101,75.69444444444446
father,17.241379310344826,3.8449983181760916,7.422414807548319,6.390358098320573,79.67171717171718
music,15.157848073208571,3.7695994188425614,6.168534766196851,5.338025026450838,77.61741749041215
audienc,19.717868338557988,4.512588686271632,10.76669301350562,7.25573199953763,88.86363636363637
how,11.637060257749912,2.627831634326703,4.29767970783126,4.013415018947855,57.272727272727266
hous,16.693097301616568,3.753443205961284,5.310493607200792,5.486464885777172,82.90998217468805
lead,17.140969745012548,4.008069163809792,7.6472746821887885,5.94681730580464,81.67624521072796
drama,21.024033437826542,4.304240383143439,10.719174979458838,7.464673887575019,87.19696969696969
onc,15.755364373256239,3.75313125756304,6.4035965352106015,5.513346164492524,78.48997070092406
april,16.223694392541006,3.4048767050375113,5.808629548798367,5.711929072928563,69.61063840374186
entertain,27.204647722238825,4.774572743862308,18.784531827440468,9.87354017924414,95.80152437150409
earli,15.810795582600855,3.6638547649033155,4.832726210522699,5.196829754273613,81.72385620915034
sever,19.085581986190505,4.313895785969822,7.052452752264552,6.829680764645177,89.99554367201426
age,14.388100067613252,2.9540240003102083,5.228711818447064,4.894182310446868,67.61437908496733
five,11.504744585111094,2.9066915341587793,4.150213939293773,3.9612225961554373,59.93586985473395
seri,18.293793357792797,3.5076884707972042,9.40372421901903,6.112397035720486,81.60304874300816
sinc,11.782736082938921,2.9991260396388535,3.802394664866187,4.1382730624123605,63.93790849673204
attend,22.27446882619296,3.646798234241102,5.616844065244353,7.403576297009062,84.06565656565655
vote,16.881649607920853,3.9057608726136266,9.748928264079765,6.122120038280174,79.89618548568853
return,23.418413342348433,3.9977913005690398,6.84978853001607,7.258667763910514,89.55585264408793
manag,25.905710246481032,4.330760580742893,11.313401254393769,8.58837238834126,94.33600713012477
same,13.121427254287294,3.0705412263096683,6.164301178734666,4.344724068471398,68.68872549019608
game,15.638330567336652,3.2309809790034505,6.094645459819723,4.9128739561956385,74.4708110516934
bad,13.657262277951933,3.7675459012962023,6.227018110587993,5.050938957602418,74.0151515151515
actress,20.446541171868162,3.9052916117064553,12.483784053881854,7.32924998625562,76.74354381250934
although,18.961193384498976,3.963096847740946,5.774293629469361,6.434427289134348,83.73824451410658
find,14.955846497428643,3.6194216571751285,5.08272974814174,4.975192255046222,77.90552584670232
interest,21.382447260603517,4.463605669206721,11.378601363514031,7.805988188743932,87.6814801155572
studi,17.563105702050937,3.413185511701127,5.800883106101803,6.0470669340187815,76.215834818776
presidenti,25.95165652467883,4.202681313083328,9.65177699658165,8.471056211755812,92.33251633986929
come,16.37408568443051,3.7851660007060537,6.933696565642682,5.553392962582282,82.57575757575759
few,14.482758620689655,2.9069727482044057,5.473383965084712,4.877487198872814,64.72222222222223
degre,15.664300202839758,3.5174765118941496,4.992087525411898,5.0300259627546,81.23774509803921
look,16.718913270637408,3.7322744611654874,7.579423222916127,5.792951335409839,78.33333333333333
us,7.324973876698013,2.272399238961664,3.2167303468722763,2.729865756086589,44.69696969696969
my,10.178014082679397,2.489026387411818,4.2733845858271,3.5552423052599935,56.007377698554166
point,12.223770269747282,3.010502403093214,5.088943433903743,3.8421518876173675,68.83417508417509
former,18.866601557609,4.0612091200043485,6.137428376316716,6.5751722333816325,85.54829339143065
your,15.476605131777546,3.8380991953279664,7.61187600254235,5.197894613338444,78.61952861952861
becaus,18.081195092689345,4.140329952213523,6.12266056095741,6.006604875981832,89.42199775533109
repres,29.390789132926173,4.220877895771194,8.5581184445194,9.959113080317765,90.99468883106476
wrote,16.230375534192188,3.410620259982586,5.731864008404325,5.513244702402901,78.62544762477151
human,18.669453152211773,3.75893139905649,9.980476494789704,6.538112143115752,78.90011223344555
go,11.896745230078562,3.0072654561468615,4.52451708164963,4.055237877706005,62.96296296296297
robert,20.306513409961685,4.145999671619109,6.159050902856532,7.143048061979986,87.03703703703704
emot,22.47765006385696,5.021103505587509,12.121663384593383,8.209175156492936,95.37037037037037
those,18.483687449204687,3.345493145829927,5.006906065361683,5.989271733799038,81.06060606060606
can,12.399059961485644,3.006542876143799,3.9958965435726697,4.54864271525823,60.16776965052827
educ,27.72962894666749,4.595201228449188,13.805729827960228,9.431801820968218,91.97984749455338
joseph,20.937743133541787,4.004346718534913,7.430426651262398,7.061146469100305,87.4107880700173
wonder,24.416579588993383,4.015584554434686,6.711501419223334,8.055190205779574,89.3097643097643
experi,24.80240609918165,4.755743263519438,19.397316659223918,8.700378832334463,94.92337164750957
befor,20.757715882567247,3.9482601276998768,8.28623426401997,7.158592509434048,86.51553852703279
start,17.4110247517256,3.8386725159835944,6.222098202596407,6.0361885679990825,81.4597547482943
watch,19.219010023607726,4.243090723725797,6.722933424881945,6.296269683327659,92.59259259259258
long,15.090260512377041,3.6174601295336575,5.829495769190344,5.415482564122581,72.86949959363751
did,11.975425216548063,2.920797370992819,5.256427501390786,4.02780918132721,63.201017955074754
whom,16.498756106132944,3.381044189943962,6.257427305723858,5.47309643752946,74.77775273583251
author,18.20230704612043,4.0821101696450155,10.401139045947945,6.349404415034325,84.49693008516539
general,22.537750732476898,3.6573814835853358,10.358732539603928,7.628259653900317,83.18809005083514
against,21.304268113039182,3.8934854736032745,9.401105155779327,6.992690134532557,88.54339541459215
went,16.061694240273585,3.7710852756156044,6.078630702626961,5.863100456113192,76.30949393425477
remain,21.3413148842493,4.668411735513294,6.45742022689482,7.53192598237809,92.82861292665216
product,26.615034728624988,4.308856746276266,11.645257894674192,9.472942679865092,90.85627517000064
reagan,17.013497608494227,3.7394841934314687,5.477357328947135,6.0313372402124195,82.64342774146695
stori,16.16161616161616,3.6249871708134886,4.873146970813558,5.4711866595436485,77.86195286195286
citi,11.680173616826993,3.17064749091473,6.409507536300195,4.238429229560784,61.918600018667625
way,14.385231626610938,3.12985867472276,5.920853262686317,4.371874350224122,77.1043771043771
michael,20.140318104926063,4.2813175458763135,8.100726804679814,7.126778124206153,89.28648668337648
ferrer,27.419858513794303,4.073452200417104,8.231926551462358,10.592159120399812,83.2353709508882
franklin,21.023965141612198,3.8302755951229823,6.649578282118718,7.139510442939103,85.00816993464053
high,13.882116180966754,3.469266591710662,6.037776761856629,4.712288931677914,74.35465768799102
california,20.90251170710941,4.49194512220733,10.326560795649081,7.729169769102414,91.66666666666669
thing,16.557819575060954,3.5656749633174942,5.4667608071505125,5.814880132296539,76.10479797979798
me,8.816614420062695,2.2876449987347267,6.292702966987308,2.6944459197285755,53.03030303030304
republican,24.329501915708814,4.210661592036383,7.519194531312646,8.176541003700013,94.61805555555556
award,18.433254963427377,3.9106115799043395,5.519194140796258,5.912792353584992,89.57544191919192
young,18.091475095785437,3.9099509563485992,6.668174710783563,5.988962574992164,85.40877525252526
do,15.358108256093848,4.046691583080264,11.763518543548416,6.075831050927434,70.74567941074025
boston,19.413455037187283,4.01024494474239,9.246005354270649,6.8429933917276315,85.64133986928104
funni,16.366248693834898,3.962062113974551,7.248843290459841,5.831268803364065,80.39772727272728
place,18.127394636015328,4.115583868861473,5.635932506271693,6.418891829043381,82.63888888888889
home,16.868146386576825,3.9773308558614606,6.5141670547591595,5.710884720531931,85.34482758620689
ever,13.745210727969347,3.6821139328957475,5.781412877876674,4.765484495458034,75.0
ultim,26.061259143155695,4.293522660884942,7.367130704272874,9.773492684847028,89.46496212121212
eventu,20.641762452107276,4.367525516340769,8.255832101904993,7.18516959345682,90.27777777777779
keep,15.60867293625914,3.4246725129573345,5.487106710946018,5.290286451580655,74.81060606060606
french,17.08421735717672,3.583066074637697,6.1529674228156,5.946031579703627,76.76632578318683
march,17.314627000225375,3.759848899867862,6.293137895042551,6.496407800551061,72.91666666666666
again,11.510467336864483,3.1684069064412155,6.4493909344825555,3.7188400914573227,69.17940177638454
old,9.43486590038314,2.8649681546903105,7.18123188654822,3.269621235552196,60.3298611111111
massachusett,26.792431201572978,4.358107516585287,12.31422855557176,9.46315966199825,91.16379310344828
ann,13.492685475444093,2.9189585437118257,4.469831086596181,4.856959487123374,60.17541028950765
rais,16.765781547728807,3.668203126593652,6.62140520476566,5.461860975063369,80.72638146167559
notabl,19.377394636015325,4.139317502319668,6.437506443520396,6.863408822754505,84.44444444444444
law,12.221287417788432,2.9601404440884975,4.154303760124559,4.2903682839068225,61.64308526440879
minut,21.564785788923718,3.9397831540602777,12.964489954356445,7.777582953491062,81.22632575757575
famous,20.759017043202533,3.7156301140814176,6.233624570580101,6.644558232241659,83.87212643678161
noth,23.876698014629046,3.8026533245441114,6.991102474624245,8.056626438271858,86.17424242424242
daughter,22.082961972667853,4.037288970304154,8.093225863836032,7.485765562813138,89.60561497326204
effect,23.27586206896552,4.595831159458776,12.17880027117458,8.312844240195696,91.38257575757575
far,12.068965517241377,3.6736657617100246,5.052579126430461,4.31243341695591,72.91666666666667
busi,16.36240703177823,3.63173655317311,7.505159870058199,5.592689324948165,81.39297385620915
without,18.854109041735818,4.1424760907490255,10.437744980118584,6.17112832405252,90.7141265597148
white,19.13224537463888,4.508242928023879,8.512122455647905,7.529054112952287,85.58749257278669
though,18.917624521072796,4.03464609322199,5.32048638555735,6.839009358855401,81.25
number,17.5966314894062,3.408664456746311,4.953720516796936,5.722117420104113,81.91066983219619
visual,17.163009404388713,4.112957646154664,6.156647057537123,6.272903786134481,83.61742424242425
import,20.500901510029298,4.285707547392303,10.230929032666712,7.261788525850562,91.27859477124183
florida,16.11590038314176,4.386498104173111,12.771665979357826,5.97221267626608,83.15972222222223
despit,18.69993033786137,3.9278138267794276,5.5559417328722125,7.419564037918621,77.71464646464646
develop,23.372159731186102,4.381834304784963,7.513979414671374,7.79069473263533,90.93879976232917
origin,21.865203761755485,4.26850032334757,9.616973716685045,7.709027801642669,90.3409090909091
began,19.386573495827186,3.4919780293393643,5.509779500960339,6.348056629933418,81.57538877620014
british,17.48022092849679,3.8655952682207877,5.812765764997801,5.7207935769054705,84.1089466089466
enter,21.15650858044367,4.736501288030247,10.01770927278778,8.118773128688572,90.19607843137256
seem,21.16733840871772,4.002235092650571,6.309852215209789,6.888976860453544,88.96103896103897
octob,18.697562259148608,3.235535419280816,6.390566479343639,6.654309380799428,67.96902669113624
footbal,18.204063234489194,3.9276403368660437,5.664611285938479,5.7854390252612955,88.2469654528478
them,12.613822958650543,3.224315290881152,11.149744959326044,4.047166792450136,71.40151515151516
writer,17.85311825879777,4.138999401015683,8.35170816856058,6.734079465101152,80.07384772090654
yet,10.994178235557545,2.943288540731752,3.5037018722025084,3.913599030269707,60.33549783549784
island,14.213650004375328,3.171303941682353,9.248228329106805,4.971705298651004,65.64412598895356
end,16.153238941236424,3.6692602932689673,4.848763723883124,5.297008188027148,79.60011590843234
still,10.270189580534408,3.0460724539558863,4.245277615496524,3.560572215852466,62.04906204906206
mother,15.728130332592807,3.348722216815521,4.798929434655749,5.161443937690544,75.01167133520075
won,11.905261510073709,3.4509487323034174,4.994010992699321,4.307220424900316,66.89541020169824
roosevelt,28.51171816689058,4.031825077221827,12.057316201788522,9.993113522444428,84.52380952380952
major,17.254258025049097,4.902889710129903,7.605630657362776,6.726308517152352,85.27077497665734
person,23.458467810429763,4.302457422543314,7.9742440886502015,8.127585061381817,91.18773946360155
franc,18.75695977955193,3.890495336936796,9.388689571205619,6.239393055505945,84.4280240831965
featur,22.877280483771354,4.356557065059278,7.882388418004157,8.210632209233335,89.84593837535013
barrymor,25.83470169677067,4.638352815266111,13.60576946679562,9.814770267019485,90.47619047619048
anim,17.475245061451954,4.491444269443514,13.105982874703452,6.497686878455978,86.36363636363637
sign,20.236818468965073,4.0582845333599336,6.187761908077957,6.99680500969477,83.05764834669502
wide,17.28996718854731,3.5164114851005244,5.58050805775106,5.419061144697563,79.55129021305493
complet,27.503161391389686,3.9916617813002455,9.875307617261068,9.129210733010366,86.80897646414887
join,17.160887343443125,4.108191267847048,5.20610457317399,5.9416598007978765,85.03734827264239
